Producto;Fecha;Ingreso;Egreso;Precio Venta;Monto Venta;Stock
Modulo Samsung A16 - Silver Edition;2025-08-18;0,00;2,00;21.219,00;42.438,00;34
Modulo Samsung A16 - Silver Edition;2025-08-19;0,00;6,00;16.975,20;101.851,20;28
Modulo Samsung A16 - Silver Edition;2025-08-20;0,00;2,00;16.975,20;33.950,40;26
Modulo Samsung A16 - Silver Edition;2025-08-20;0,00;-2,00;-16.975,20;33.950,40;28
Modulo Samsung A16 - Silver Edition;2025-08-20;0,00;2,00;16.975,20;33.950,40;26
Modulo Samsung A16 - Silver Edition;2025-08-20;0,00;2,00;16.975,20;33.950,40;24
Modulo Samsung A16 - Silver Edition;2025-08-21;0,00;3,00;16.975,20;50.925,60;21
Modulo Samsung A16 - Silver Edition;2025-08-26;0,00;2,00;17.100,80;34.201,60;19
Modulo Samsung A16 - Silver Edition;2025-08-26;0,00;5,00;17.100,80;85.504,00;14
Modulo Samsung A16 - Silver Edition;2025-08-27;0,00;6,00;17.100,80;102.604,80;8
Modulo Samsung A16 - Silver Edition;2025-08-27;0,00;1,00;17.100,80;17.100,80;7
Modulo Samsung A16 - Silver Edition;2025-08-28;0,00;1,00;16.126,44;16.126,44;6
Modulo Samsung A16 - Silver Edition;2025-08-28;0,00;1,00;19.238,40;19.238,40;5
Modulo Samsung A16 - Silver Edition;2025-09-02;0,00;2,00;17.100,80;34.201,60;3
Modulo Samsung A16 - Silver Edition;2025-09-04;0,00;1,00;17.226,40;17.226,40;2
Modulo Samsung A16 - Silver Edition;2025-09-08;0,00;2,00;17.226,40;34.452,80;0
Modulo Samsung A16 - Silver Edition;2025-09-17;55,00;0,00;0,00;0,00;55
Modulo Samsung A16 - Silver Edition;2025-09-18;0,00;4,00;17.299,20;69.196,80;51
Modulo Samsung A16 - Silver Edition;2025-09-19;0,00;3,00;17.652,00;52.956,00;48
Modulo Samsung A16 - Silver Edition;2025-09-24;0,00;4,00;16.710,40;66.841,60;44
Modulo Samsung A16 - Silver Edition;2025-09-25;0,00;1,00;20.594,00;20.594,00;43
Modulo Samsung A16 - Silver Edition;2025-09-30;0,00;10,00;16.475,20;164.752,00;33
Modulo Samsung A16 - Silver Edition;2025-10-01;0,00;10,00;16.475,20;164.752,00;23
Modulo Samsung A16 - Silver Edition;2025-10-01;0,00;2,00;16.710,40;33.420,80;21
Modulo Samsung A16 - Silver Edition;2025-10-01;0,00;4,00;16.710,40;66.841,60;17
Modulo Samsung A16 - Silver Edition;2025-10-01;0,00;2,00;16.710,40;33.420,80;15
Modulo Samsung A16 - Silver Edition;2025-10-06;0,00;3,00;17.064,00;51.192,00;12
Modulo Samsung A16 - Silver Edition;2025-10-06;0,00;1,00;17.064,00;17.064,00;11
Modulo Samsung A16 - Silver Edition;2025-10-07;0,00;1,00;17.064,00;17.064,00;10
Modulo Samsung A16 - Silver Edition;2025-10-08;0,00;1,00;17.299,20;17.299,20;9
Modulo Samsung A16 - Silver Edition;2025-10-13;0,00;2,00;17.416,80;34.833,60;7
Modulo Samsung A16 - Silver Edition;2025-10-17;0,00;2,00;16.946,40;33.892,80;5
Modulo Samsung A16 - Silver Edition;2025-10-20;0,00;3,00;17.416,80;52.250,40;2
Modulo Samsung A16 - Silver Edition;2025-10-21;0,00;2,00;16.545,96;33.091,92;0
Modulo Samsung A25 A256 C/Marco - Silver Edition;;;;;;35
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-07-18;0,00;3,00;16.546,40;49.639,20;32
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-07-28;0,00;6,00;15.719,08;94.314,48;26
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-07-29;0,00;4,00;16.672,80;66.691,20;22
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-07-29;0,00;1,00;16.672,80;16.672,80;21
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-08-01;0,00;2,00;16.672,80;33.345,60;19
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-08-07;0,00;1,00;21.315,00;21.315,00;18
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-08-13;0,00;4,00;16.199,40;64.797,60;14
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-08-13;0,00;5,00;17.052,00;85.260,00;9
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-08-14;0,00;1,00;17.052,00;17.052,00;8
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-08-20;0,00;1,00;17.052,00;17.052,00;7
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-08-27;0,00;3,00;17.178,40;51.535,20;4
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-09-03;0,00;4,00;17.178,40;68.713,60;0
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-09-16;25,00;0,00;0,00;0,00;25
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-09-30;0,00;2,00;16.475,20;32.950,40;23
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-09-30;0,00;2,00;16.475,20;32.950,40;21
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-10-06;0,00;2,00;16.434,24;32.868,48;19
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-10-07;0,00;1,00;17.064,00;17.064,00;18
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-10-17;0,00;1,00;16.946,40;16.946,40;17
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-10-30;0,00;2,00;18.376,00;36.752,00;15
Modulo Samsung A25 A256 C/Marco - Silver Edition;2025-10-30;0,00;1,00;18.007,20;18.007,20;14
Modulo Xiaomi 13 Lite - Black Edition;;;;;;45
Modulo Xiaomi 13 Lite - Black Edition;2025-09-19;0,00;2,00;58.775,40;117.550,80;43
Modulo Xiaomi 13T / 13T Pro / K60 Ultra - Gold Edition;;;;;;37
Modulo Xiaomi 13T / 13T Pro / K60 Ultra - Gold Edition;2025-07-23;7,00;0,00;0,00;0,00;44
Modulo Xiaomi 13T / 13T Pro / K60 Ultra - Gold Edition;2025-07-25;0,00;2,00;49.435,20;98.870,40;42
Modulo Xiaomi 13T / 13T Pro / K60 Ultra - Gold Edition;2025-09-25;0,00;1,00;46.227,20;46.227,20;41
Modulo Xiaomi 14 Ultra - Gold Edition;;;;;;18
Modulo Xiaomi 14 Ultra - Gold Edition;2025-09-04;0,00;1,00;218.404,00;218.404,00;17
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;;;;;;38
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-07-01;0,00;3,00;43.533,60;130.600,80;35
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-07-01;0,00;1,00;43.533,60;43.533,60;34
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-07-02;0,00;2,00;43.533,60;87.067,20;32
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-07-02;0,00;1,00;42.662,93;42.662,93;31
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-07-10;0,00;1,00;46.031,20;46.031,20;30
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-07-25;0,00;4,00;46.744,80;186.979,20;26
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-08-05;0,00;3,00;45.763,40;137.290,20;23
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-08-15;0,00;2,00;48.172,00;96.344,00;21
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-09-11;0,00;1,00;50.312,80;50.312,80;20
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-09-30;0,00;1,00;49.956,00;49.956,00;19
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-10-28;0,00;1,00;65.344,00;65.344,00;18
Modulo Xiaomi 14T / 14T Pro / Redmi K70 Ultra - Black Edition;2025-10-30;0,00;1,00;52.543,36;52.543,36;17
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;;;;;;51
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-08-05;0,00;1,00;55.049,60;55.049,60;50
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-08-13;15,00;0,00;0,00;0,00;65
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-08-21;0,00;5,00;46.458,36;232.291,81;60
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-09-01;0,00;1,00;50.013,60;50.013,60;59
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-09-01;0,00;1,00;50.013,60;50.013,60;58
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-09-09;0,00;11,00;0,00;0,00;47
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-09-09;0,00;1,00;50.381,60;50.381,60;46
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-09-16;0,00;2,00;53.691,20;107.382,40;44
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-09-30;0,00;1,00;51.484,80;51.484,80;43
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-10-01;0,00;1,00;51.484,80;51.484,80;42
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-10-07;0,00;15,00;51.355,48;770.332,20;27
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-10-16;0,00;1,00;51.333,48;51.333,48;26
Modulo Poco X6 Pro / F6 / Redmi  K70E - Black Edition;2025-10-17;0,00;1,00;52.955,20;52.955,20;25
Programadora DL F210 True Tone Function - iPhone 7-15PM;;;;;;28
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-07-08;0,00;1,00;180.577,00;180.577,00;27
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-07-11;0,00;1,00;145.590,40;145.590,40;26
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-07-11;0,00;1,00;145.590,40;145.590,40;25
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-07-22;0,00;1,00;150.104,80;150.104,80;24
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-07-23;0,00;4,00;0,00;0,00;20
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-07-29;0,00;1,00;186.220,00;186.220,00;19
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-09-22;0,00;1,00;172.112,00;172.112,00;18
Programadora DL F210 True Tone Function - iPhone 7-15PM;2025-10-21;0,00;1,00;162.519,20;162.519,20;17
PUNTAS RELIFE T12;;;;;;53
PUNTAS RELIFE T12;2025-07-07;0,00;1,00;6.171,00;6.171,00;52
PUNTAS RELIFE T12;2025-07-29;0,00;5,00;5.213,60;26.068,00;47
PUNTAS RELIFE T12;2025-08-04;0,00;5,00;6.665,00;33.325,00;42
PUNTAS RELIFE T12;2025-08-07;0,00;2,00;6.665,00;13.330,00;40
PUNTAS RELIFE T12;2025-08-20;0,00;1,00;6.665,00;6.665,00;39
PUNTAS RELIFE T12;2025-09-15;0,00;25,00;4.674,60;116.865,00;14
PUNTAS RELIFE T12;2025-09-19;0,00;5,00;5.488,80;27.444,00;9
PUNTAS RELIFE T12;2025-09-24;0,00;3,00;5.845,50;17.536,50;6
PUNTAS RELIFE T12;2025-09-30;0,00;2,00;0,00;0,00;4
PUNTAS RELIFE T12;2025-10-07;30,00;0,00;0,00;0,00;34
PUNTAS RELIFE T12;2025-10-14;2,00;0,00;0,00;0,00;36
PUNTAS RELIFE T12;2025-10-17;0,00;2,00;5.269,60;10.539,20;34
PUNTAS RELIFE T12;2025-10-30;0,00;4,00;5.470,40;21.881,60;30
PUNTAS RELIFE T12;;;;;;79
PUNTAS RELIFE T12;2025-07-02;0,00;1,00;6.023,00;6.023,00;78
PUNTAS RELIFE T12;2025-08-04;0,00;5,00;6.665,00;33.325,00;73
PUNTAS RELIFE T12;2025-08-08;0,00;1,00;6.665,00;6.665,00;72
PUNTAS RELIFE T12;2025-08-19;0,00;1,00;6.665,00;6.665,00;71
PUNTAS RELIFE T12;2025-08-20;0,00;1,00;6.665,00;6.665,00;70
PUNTAS RELIFE T12;2025-09-08;0,00;5,00;5.411,20;27.056,00;65
PUNTAS RELIFE T12;2025-09-15;0,00;10,00;4.674,60;46.746,00;55
PUNTAS RELIFE T12;2025-09-16;0,00;1,00;6.724,00;6.724,00;54
PUNTAS RELIFE T12;2025-09-18;0,00;10,00;5.379,20;53.792,00;44
PUNTAS RELIFE T12;2025-09-19;0,00;5,00;5.488,80;27.444,00;39
PUNTAS RELIFE T12;2025-09-22;0,00;3,00;5.580,80;16.742,40;36
PUNTAS RELIFE T12;2025-09-24;0,00;3,00;5.845,50;17.536,50;33
PUNTAS RELIFE T12;2025-09-25;0,00;5,00;4.936,20;24.681,00;28
PUNTAS RELIFE T12;2025-09-30;0,00;2,00;0,00;0,00;26
PUNTAS RELIFE T12;2025-10-08;0,00;1,00;6.724,00;6.724,00;25
PUNTAS RELIFE T12;2025-10-14;2,00;0,00;0,00;0,00;27
PUNTAS RELIFE T12;2025-10-15;0,00;10,00;5.160,00;51.600,00;17
PUNTAS RELIFE T12;2025-10-17;0,00;2,00;5.269,60;10.539,20;15
PUNTAS RELIFE T12;2025-10-20;0,00;5,00;5.145,20;25.726,00;10
PUNTAS RELIFE T12;2025-10-21;0,00;1,00;6.770,00;6.770,00;9
PUNTAS RELIFE T12;2025-10-30;0,00;4,00;5.470,40;21.881,60;5
PUNTAS RELIFE T12;;;;;;34
PUNTAS RELIFE T12;2025-07-02;0,00;1,00;6.023,00;6.023,00;33
PUNTAS RELIFE T12;2025-07-02;0,00;1,00;4.877,60;4.877,60;32
PUNTAS RELIFE T12;2025-07-11;30,00;0,00;0,00;0,00;62
PUNTAS RELIFE T12;2025-07-18;0,00;1,00;5.174,40;5.174,40;61
PUNTAS RELIFE T12;2025-07-28;0,00;1,00;6.517,00;6.517,00;60
PUNTAS RELIFE T12;2025-07-29;0,00;5,00;5.213,60;26.068,00;55
PUNTAS RELIFE T12;2025-08-04;0,00;3,00;6.665,00;19.995,00;52
PUNTAS RELIFE T12;2025-08-07;0,00;2,00;6.665,00;13.330,00;50
PUNTAS RELIFE T12;2025-08-08;0,00;1,00;6.665,00;6.665,00;49
PUNTAS RELIFE T12;2025-08-20;0,00;1,00;6.665,00;6.665,00;48
PUNTAS RELIFE T12;2025-09-16;10,00;0,00;0,00;0,00;58
PUNTAS RELIFE T12;2025-09-24;0,00;3,00;5.845,50;17.536,50;55
PUNTAS RELIFE T12;2025-09-30;0,00;2,00;0,00;0,00;53
PUNTAS RELIFE T12;2025-10-06;0,00;20,00;5.306,40;106.128,00;33
PUNTAS RELIFE T12;2025-10-09;0,00;1,00;6.770,00;6.770,00;32
PUNTAS RELIFE T12;2025-10-14;2,00;0,00;0,00;0,00;34
PUNTAS RELIFE T12;2025-10-17;0,00;2,00;5.269,60;10.539,20;32
PUNTAS RELIFE T12;2025-10-21;0,00;1,00;6.770,00;6.770,00;31
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;;;;;;15
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-07-02;0,00;1,00;65.700,00;65.700,00;14
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-07-03;0,00;1,00;59.850,00;59.850,00;13
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-07-03;0,00;1,00;66.500,00;66.500,00;12
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-07-08;0,00;2,00;54.480,00;108.960,00;10
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-07-14;0,00;3,00;54.880,00;164.640,00;7
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-07-29;0,00;1,00;70.200,00;70.200,00;6
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-07-29;0,00;1,00;70.200,00;70.200,00;5
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-08-19;0,00;1,00;57.440,00;57.440,00;4
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-08-27;0,00;1,00;57.840,00;57.840,00;3
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-09-02;10,00;0,00;0,00;0,00;13
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-09-12;0,00;1,00;76.300,00;76.300,00;12
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-09-24;0,00;1,00;75.500,00;75.500,00;11
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-10-01;0,00;1,00;76.600,00;76.600,00;10
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-10-13;0,00;1,00;78.700,00;78.700,00;9
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-10-13;0,00;2,00;62.560,00;125.120,00;7
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-10-26;10,00;0,00;0,00;0,00;17
ZOCALO Pantallas 16 Truetone Repair Adaptor JC V1SE / V1SPRO;2025-10-28;0,00;1,00;77.900,00;77.900,00;16
Tapa trasera iPhone 16 Pro - Big Hole;;;;;;29
Tapa trasera iPhone 16 Pro - Big Hole;2025-10-06;0,00;1,00;8.185,20;8.185,20;28
Tapa trasera iPhone 16 Pro - Big Hole;;;;;;20
Tapa trasera iPhone 16 Pro - Big Hole;2025-07-21;0,00;1,00;7.678,40;7.678,40;19
Tapa trasera iPhone 16 Pro - Con lentes de camaras;;;;;;36
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-01;0,00;3,00;12.936,78;38.810,35;33
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-04;0,00;2,00;16.907,00;33.814,00;31
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-04;0,00;2,00;13.525,60;27.051,20;29
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-15;0,00;11,00;13.958,40;153.542,40;18
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-17;0,00;1,00;14.175,20;14.175,20;17
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-28;0,00;1,00;14.175,20;14.175,20;16
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-04;0,00;2,00;14.608,00;29.216,00;14
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-05;0,00;2,00;14.608,00;29.216,00;12
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-12;0,00;2,00;14.608,00;29.216,00;10
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-25;0,00;1,00;14.608,00;14.608,00;9
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-29;0,00;2,00;14.716,00;29.432,00;7
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-09-22;0,00;2,00;15.418,88;30.837,76;5
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-09-23;10,00;0,00;0,00;0,00;15
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-09-23;20,00;0,00;0,00;0,00;35
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-09-24;0,00;7,00;11.096,80;77.677,60;28
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-09-30;0,00;1,00;10.940,80;10.940,80;27
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-10-07;0,00;1,00;11.409,60;11.409,60;26
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-10-07;0,00;3,00;11.331,20;33.993,60;23
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-10-16;0,00;2,00;10.468,24;20.936,48;21
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-10-16;0,00;2,00;10.468,24;20.936,48;19
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-10-21;0,00;1,00;11.565,60;11.565,60;18
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-10-27;0,00;5,00;11.956,80;59.784,00;13
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-10-31;0,00;1,00;11.683,20;11.683,20;12
Tapa trasera iPhone 16 Pro - Con lentes de camaras;;;;;;31
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-04;0,00;2,00;16.907,00;33.814,00;29
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-04;0,00;2,00;13.525,60;27.051,20;27
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-15;0,00;5,00;13.958,40;69.792,00;22
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-17;0,00;1,00;14.175,20;14.175,20;21
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-25;0,00;2,00;14.175,20;28.350,40;19
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-07-28;0,00;1,00;14.175,20;14.175,20;18
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-04;0,00;2,00;14.608,00;29.216,00;16
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-04;0,00;5,00;14.608,00;73.040,00;11
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-05;0,00;3,00;14.608,00;43.824,00;8
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-13;0,00;1,00;14.608,00;14.608,00;7
Tapa trasera iPhone 16 Pro - Con lentes de camaras;2025-08-22;0,00;5,00;8.947,40;44.737,00;2
